OBJECTID,INTR_ID,GIS_XCOORD,GIS_YCOORD,COMPKEY,COMPTYPE,UNITID,SUBAREA,UNITDESC,ARTERIALCLASSCD,SHAPE,SIGNAL_MAINT_DIST,SIGNAL_TYPE
1372741,12747,1277368.485940000042319,220843.808409999997821,30774,13,45704,CNTRL,20TH PL S AND S DEARBORN ST,0,"(47.595917867000026, -122.30483203999995)", ,NONE
1372742,16764,1284958.994500000029802,201858.559110000001965,34408,13,73114,SE,48TH AVE S AND S MORGAN ST,0,"(47.544272799000055, -122.27263459999995)", ,NONE
1372743,14568,1252212.015140000032261,211993.054609999991953,31710,13,53138,SW,HILLCREST AVE SW AND DEAD END 1,0,"(47.57029437400007, -122.406035181)", ,NONE
1372744,10408,1264211.668520000064746,234014.975910000008298,28566,13,34124,MGNL-QA,2ND AVE W AND W LEE ST,0,"(47.631317256000045, -122.35920359699998)", ,NONE
1372745,10722,1266089.180720000062138,232466.14134999999078,28869,13,35562,MGNL-QA,3RD AVE N AND ALOHA ST,0,"(47.627173765000066, -122.35146656499995)", ,NONE
1372746,6936,1282807.852859999984503,247570.951089999987744,26212,13,16530,NE,40TH AVE NE AND NE 56TH ST,3,"(47.66945997300007, -122.28483357899995)", ,NONE
1372747,16165,1285681.959490000037476,204622.988680000009481,33507,13,66320,SE,51ST AVE S AND S FINDLAY ST,0,"(47.551887169000054, -122.26991681799996)", ,NONE
1372748,6145,1274841.885239999974146,250311.178160000010394,24499,13,5380,NE,ROOSEVELT WAY NE AND NE 66TH ST,1,"(47.67655440100003, -122.31737321599996)", ,NONE
1372749,8623,1272618.038840000052005,241794.527659999992466,27287,13,23852,LKUN,LATONA AVE NE AND DEAD END 1,0,"(47.65309260400005, -122.32572821599996)", ,NONE
1372750,14446,1268651.627309999894351,212178.019980000011856,32182,13,56256,GRDWM,EAST MARGINAL ER WAY S AND S SPOKANE NR ST,2,"(47.571702842000036, -122.33946676499994)", ,NONE
1372751,6532,1266815.672620000084862,248968.779440000012983,25613,13,13538,NW,WOODLAND PL N AND N 60TH ST,3,"(47.67244599900005, -122.34983966899995)", ,NONE
1372752,12873,1279661.843000000109896,219854.394009999989066,30662,13,45337,CNTRL,29TH AVE S AND S NORMAN ST,0,"(47.59332571900006, -122.29546271799995)", ,NONE
1372753,5674,1288107.678019999992102,252091.94617000001017,24994,13,8701,NE,SAND POINT WAY NE AND NE 74TH ST,2,"(47.68212406500004, -122.26366810499997)", ,CITY
1372754,8442,1256637.593640000093728,242431.848360000003595,26542,13,20565,MGNL-QA,26TH PL W AND W EMERSON ST,0,"(47.653971461000026, -122.39060612099996)", ,NONE
1372755,3284,1265718.412590000079945,264208.82630999997491,36379,13,225517,NW,GREENWOOD AVE N AND N 117TH ST,1,"(47.71415878300007, -122.35551591599994)", ,CITY
1372756,14680,1264191.784750000108033,211687.84474999998929,32033,13,55262,DLRD,SW CHARLESTOWN ST AND DEAD END 2,0,"(47.570118585000046, -122.35749092399999)", ,NONE
1372757,13480,1272339.257139999885112,216583.94305999999051,31269,13,51145,GRDWM,S WALKER ST AND DEAD END 6,0,"(47.58397623700006, -122.32487672599996)", ,NONE
1372758,6459,1282599.562300000106916,249220.356020000006538,26185,13,16503,NE,39TH AVE NE AND NE 62ND ST,0,"(47.673970213000075, -122.28580515099998)", ,NONE
1372759,17724,1267981.584430000046268,197007.975550000002841,34973,13,77257,DLRD,SW ELMGROVE ST AND DEAD END 1 ,0,"(47.530086297000025, -122.34097675099997)", ,NONE
1372760,17277,1260900.665899999905378,199138.391169999988051,34048,13,69721,DLRD,29TH AVE SW AND SW WEBSTER ST,0,"(47.53554175900007, -122.36980542299995)", ,NONE
1372761,18739,1281468.162879999959841,191505.659259999985807,38168,13,305509,GRDWM,37TH AVE S AND S PILGRIM ST,0,"(47.515715613000054, -122.28597495499997)", ,NONE
1372762,10576,1262088.882729999953881,233122.686110000009649,28692,13,34521,MGNL-QA,8 LOWER AVE W AND 8TH S AVE W,0,"(47.62875583300007, -122.36773909399994)", ,NONE
1372763,5346,1268221.185580000048503,253436.535990000003949,24297,13,4536,NW,AURORA AVE N AND N 77TH ST,1,"(47.684767703000034, -122.34449200399996)", ,CITY
1372764,4628,1258304.254249999998137,256630.883260000002338,36964,13,230333,BLRD,23RD AVE NW AND NW 89TH PL,0,"(47.692982236000034, -122.38500664299994)", ,NONE
1372765,16223,1269796.214320000028238,204415.498120000003837,33041,13,63310,GRDWM,1ST AVE S AND S FIDALGO ST,1,"(47.550487316000044, -122.33421761399995)", ,NONE
1372766,11361,1270008.190260000061244,229232.626850000000559,29505,13,39102,DWNTN,BOREN AVE AND DENNY WAY,1,"(47.61852163400005, -122.33532065999998)", ,NONE
1372767,18111,1270468.573490000097081,194943.40901999999187,35165,13,78527,GRDWM,3RD AVE S AND S TRENTON ST,0,"(47.52456049400007, -122.33074919499995)", ,NONE
1372768,12681,1276357.930040000006557,221434.601109999988694,30763,13,45554,CNTRL,18TH AVE S AND S WELLER ST,0,"(47.59748417800006, -122.30897291099996)", ,NONE
1372769,14780,1256293.278239999897778,211230.434440000011818,31969,13,54702,SW,45TH AVE SW AND SW ANDOVER ST,0,"(47.56843152400006, -122.38944315899994)", ,NONE
1372770,16560,1270015.196719999890774,202723.522950000013225,34243,13,71659,GRDWM,S FRONT ST AND S FRONT ST ON RP,0,"(47.545861365000064, -122.33319751099998)", ,NONE
1372771,9636,1253629.776159999892116,237231.069350000005215,27500,13,26307,MGNL-QA,35TH AVE W AND W MCGRAW ST,3,"(47.63954905400004, -122.40237745999997)", ,NONE
1372772,6590,1262189.419560000067577,248760.338099999993574,25399,13,12522,BLRD,9TH AVE NW AND NW 59TH ST,0,"(47.67162321700005, -122.36859654299997)", ,NONE
1372773,13593,1268468.536370000103489,215981.876110000011977,31208,13,50113,GRDWM,S STACY ST AND DEAD END 2 ,0,"(47.582119255000066, -122.34051010699994)", ,NONE
1372774,11180,1266995.38078000000678,230092.108189999999013,28931,13,35720,MGNL-QA,5TH AVE N AND BROAD ST,1,"(47.62071558700006, -122.34760287499995)", ,CITY
1372775,8142,1272526.393140000058338,243476.0040100000042,27219,13,23541,LKUN,THACKERAY PL NE AND NE 42ND ST,3,"(47.65769660800004, -122.32623232899999)", ,NONE
1372776,3000,1264085.452839999925345,266242.364869999990333,35644,13,218337,NW,4TH AVE NW AND NW 125TH ST,3,"(47.71964385000007, -122.36231205599995)", ,NONE
1372777,8914,1270874.296370000112802,240399.8726800000004,27275,13,23726,LKUN,BAGLEY AVE N AND N 35TH ST,0,"(47.649176983000075, -122.33269166999997)", ,NONE
1372778,5508,1264884.1170399999246,252695.322550000011688,24076,13,3306,NW,1ST AVE NW AND NW 74TH ST,0,"(47.68255564000003, -122.35797776299995)", ,NONE
1372779,9643,1255643.460130000021309,237195.117479999986244,27666,13,27547,MGNL-QA,29TH AVE W AND W MCGRAW ST,3,"(47.63956276700003, -122.39420801499995)", ,NONE
1372780,18072,1263460.798249999992549,195130.724480000004405,34860,13,76303,DLRD,20TH AVE SW AND SW TRENTON ST,0,"(47.52469658000007, -122.35912179699994)", ,NONE
1372781,7976,1265598.09770999988541,244073.375410000007832,26954,13,22537,LKUN,PHINNEY AVE N AND N 43RD ST,3,"(47.65896206300005, -122.35438800999998)", ,NONE
1372782,14678,1264011.430960000026971,211692.247689999989234,32020,13,55118,DLRD,19TH AVE SW AND SW CHARLESTOWN W ST,0,"(47.57012085900004, -122.358221733)", ,NONE
1372783,8272,1258428.781859999988228,243001.061290000012377,26450,13,20117,MGNL-QA,21ST AVE W AND W EMERSON PL,1,"(47.65563076300003, -122.38338644499999)", ,CITY
1372784,15510,1274988.700209999922663,207438.705539999995381,33309,13,65508,GRDWM,15TH AVE S AND S FERDINAND ST,2,"(47.559049548000075, -122.31343050599997)", ,NONE
1372785,16059,1271625.794350000098348,205167.839370000001509,33166,13,64703,GRDWM,6TH AVE S AND S FINDLAY ST,3,"(47.55264704000007, -122.32686943599998)", ,NONE
1372786,14034,1260200.338729999959469,213750.09242999998969,31199,13,49711,SW,FAUNTLEROY AVE SW AND SW HANFORD ST,0,"(47.57555323100007, -122.37382394099996)", ,NONE
1372787,18710,1282605.735490000108257,191774.882680000009714,38167,13,305507,GRDWM,41ST AVE S AND S BURNS ST,0,"(47.51651232800003, -122.281392859)", ,NONE
1372788,13521,1276460.177459999918938,216394.976909999997588,31568,13,52561,GRDWM,19TH AVE S AND S WALKER ST,0,"(47.583676007000065, -122.30816714599996)", ,NONE
1372789,10014,1261826.266409999923781,235754.252449999999953,27948,13,28722,MGNL-QA,9TH AVE W AND W HOWE ST,0,"(47.63595444600003, -122.36901687299996)", ,NONE
1372790,11791,1272540.407600000035018,226952.905629999993835,29889,13,40544,E,SUMMIT AVE AND UNIVERSITY ST,0,"(47.61240799500007, -122.32487608499997)", ,NONE
1372791,3713,1261745.137700000079349,261011.243970000010449,37191,13,231505,BLRD,12TH AVE NW AND NW 105TH ST,0,"(47.705177846000026, -122.37139317699996)", ,NONE
1372792,2470,1265836.768300000112504,270830.289099999994505,35780,13,219509,NW,GREENWOOD AVE N AND N 143RD ST,1,"(47.73231424200003, -122.35556723699995)", ,CITY
1372793,10847,1281351.241020000074059,231807.192229999986012,29445,13,38557,E,33RD AVE E AND E VALLEY ST,0,"(47.62617611300004, -122.28953384299996)", ,NONE
1372794,12615,1277012.037430000025779,221899.16482000000542,30755,13,45544,CNTRL,20TH AVE S AND S JACKSON PL,3,"(47.598791894000044, -122.30635830299997)", ,NONE
1372795,8583,1264748.164140000008047,241902.385320000001229,26679,13,21312,LKUN,1ST AVE NW AND NW 36TH ST,1,"(47.65296538800004, -122.35766174699995)", ,NONE
1372796,7767,1253632.598819999955595,244711.692719999991823,26334,13,19109,MGNL-QA,W OHMAN PL AND DEAD END,0,"(47.66005297600003, -122.40298488099995)", ,NONE
1372797,18056,1275383.905079999938607,195220.059000000008382,35210,13,79505,GRDWM,DALLAS AVE S AND S DONOVAN ST,0,"(47.52557923200004, -122.31088013199997)", ,NONE
1372798,8314,1273838.842170000076294,242792.660650000005262,27114,13,23165,NE,7TH AVE NE AND NE 40TH ST,2,"(47.655893253000045, -122.32085414499994)", ,NONE
1372799,6101,1256496.559140000026673,250440.539829999994254,24039,13,2747,BLRD,EARL AVE NW AND NW 65TH ST,3,"(47.67591484400003, -122.39183627699998)", ,NONE
1372800,15561,1256953.874469999922439,207226.829700000002049,32793,13,61136,SW,SW HUDSON ST AND DEAD END 3,0,"(47.55749449600006, -122.38644048799995)", ,NONE
1372801,3283,1265387.803689999971539,264217.377220000023954,36231,13,224124,NW,PALATINE AVE N AND N 117TH ST,0,"(47.71416428600003, -122.35685932499996)", ,NONE
1372802,4090,1258452.825639999937266,259086.3768900000141,36915,13,230147,BLRD,22ND CT NW AND NW 97TH ST,0,"(47.699720770000056, -122.38460446099998)", ,NONE
1372803,14307,1254682.9814100000076,212604.366990000009537,31948,13,54519,SW,50TH AVE SW AND SW SPOKANE ST,0,"(47.57210792400008, -122.39607780099999)", ,NONE
1372804,6228,1278176.400700000114739,249963.205560000002151,24803,13,6748,NE,RAVENNA AVE NE AND NE 65TH ST,2,"(47.67577608600004, -122.30381317199999)", ,CITY
1372805,8986,1265490.647600000025705,239992.742830000002868,27045,13,22741,MGNL-QA,ETRURIA ST AND WARREN AVE N,0,"(47.647771428000055, -122.35449665699997)", ,NONE
1372806,4918,1264936.869160000002012,255350.298810000007506,24044,13,3101,NW,1ST AVE NW AND NW 84TH ST,0,"(47.68983564800004, -122.35797717199995)", ,NONE
1372807,18176,1258773.289000000106171,194559.246199999994133,34730,13,75319,SW,36TH AVE SW AND SW HENDERSON ST,0,"(47.522873839000056, -122.37804374299998)", ,NONE
1372808,18010,1261798.958379999967292,195439.018359999987297,34913,13,76451,DLRD,26TH AVE SW AND DEAD END 2,0,"(47.52545107700007, -122.36587142899998)", ,NONE
1372809,16968,1287207.804479999933392,200831.752580000000307,34624,13,74522,SE,56TH AVE S AND DEAD END 3,0,"(47.54157323700008, -122.26345367899995)", ,NONE
1372810,14066,1280673.669179999968037,213573.513360000011744,30881,13,46744,SE,33RD AVE S AND S MOUNT BAKER EB BV,3,"(47.57616245600008, -122.290880717)", ,NONE
1372811,2557,1282369.935169999953359,270131.936459999997169,36154,13,222524,N,37TH AVE NE AND NE 142ND ST,0,"(47.731276784000045, -122.28834177199997)", ,NONE
1372812,5046,1271891.328310000011697,254777.374139999999898,24521,13,5505,NW,SUNNYSIDE AVE N AND N 82ND ST,0,"(47.68863948200004, -122.32970039599996)", ,NONE
1372813,5574,1284938.487870000069961,252483.13823000001139,24820,13,7310,NE,48TH AVE NE AND NE 75TH ST,3,"(47.68303412400007, -122.27656143699994)", ,NONE
1372814,5362,1276990.875449999934062,253299.91826000000583,24743,13,6538,NE,18TH AVE NE AND NE 77TH ST,0,"(47.684859747000075, -122.30888419999997)", ,NONE
1372815,8388,1269112.177200000034645,242594.631599999993341,26853,13,22168,LKUN,ASHWORTH AVE N AND N DOROTHY PL,0,"(47.65509839300006, -122.34001368099996)", ,NONE
1372816,9110,1250568.523039999883622,239317.278380000003381,27546,13,26509,MGNL-QA,MAGNOLIA LN W AND W ARMOUR ST,0,"(47.645095387000026, -122.41496619999998)", ,NONE
1372817,9847,1278415.821629999903962,236437.021860000008019,28370,13,31308,NE,24TH AVE E AND E BOSTON ST,1,"(47.63871353600007, -122.30179388799996)", ,NONE
1372818,8775,1263940.345130000030622,241139.046570000005886,26688,13,21322,MGNL-QA,3RD AVE W AND W NICKERSON ST,1,"(47.65082920700007, -122.36087725499999)", ,CITY
1372819,8744,1251649.563169999979436,241248.360359999991488,26427,13,19727,MGNL-QA,42ND AVE W AND W BERTONA E ST,0,"(47.65044913200006, -122.41074216099997)", ,NONE
1372820,9443,1267312.544299999950454,237944.266410000011092,28085,13,29555,MGNL-QA,AURORA AVE N AND HALLADAY ST,1,"(47.64225512400003, -122.34694325799995)", ,NONE
1372821,4241,1260694.03395999991335,258372.354489999997895,37223,13,231539,BLRD,MARY AVE NW AND NW 95TH ST,0,"(47.697887166000044, -122.37544657599994)", ,NONE
1372822,3742,1267326.720049999887124,260858.750659999990603,36424,13,225736,NW,NORTH PARK AVE N AND N 105TH ST,1,"(47.705063419000055, -122.34871602999999)", ,NONE
1372823,14952,1257264.383780000032857,210502.949259999993956,31885,13,54312,SW,42ND AVE SW AND SW DAKOTA ST,0,"(47.56649129600004, -122.38545078199996)", ,NONE
1372824,11735,1266055.044400000013411,227227.761310000001686,29706,13,39561,DWNTN,ALASKAN WAY AND WALL ST,1,"(47.61281375200008, -122.35118600399994)", ,CITY
1372825,10127,1262185.352230000076815,235255.13334999998915,27974,13,28851,MGNL-QA,8TH AVE W AND W BLAINE UPPER ST,0,"(47.63460602300006, -122.36752033599998)", ,NONE
1372826,14437,1282083.187519999919459,212187.280780000000959,32648,13,59525,SE,HUNTER WR BLVD S AND S HINDS ST,3,"(47.57243582800004, -122.28506528099996)", ,NONE
1372827,13000,1269857.008179999887943,218943.871379999996861,30387,13,43318,GRDWM,UTAH AVE S AND S ATLANTIC ST,3,"(47.59031239700005, -122.33511948199998)", ,NONE
1372828,11680,1268492.10296000004746,227551.040409999986878,29548,13,39145,DWNTN,4TH AVE AND LENORA ST,1,"(47.61383118700007, -122.34133314599995)", ,CITY
1372829,16400,1280975.278649999992922,203522.843519999994896,164807,13,66863,GRDWM,35TH AVE S AND DEAD END 7,0,"(47.54862921400007, -122.28888888099999)", ,NONE
1372830,17110,1278271.831350000109524,200135.221629999985453,34319,13,72155,GRDWM,COVELLO DR S AND SWIFT E AVE S,1,"(47.53920306300006, -122.29957249499995)", ,NONE
1372831,12198,1271379.841070000082254,224487.753629999991972,29955,13,40753,DWNTN,6TH AVE AND COLUMBIA ST,1,"(47.60558932400005, -122.32938610399998)", ,NONE
1372832,7615,1269736.375340000027791,245146.774449999997159,25571,13,13373,LKUN,DENSMORE AVE N AND N 46TH ST,0,"(47.66212719300006, -122.33768386899999)", ,NONE
1372833,6187,1272851.175730000017211,250112.440499999996973,24605,13,5750,NW,LATONA AVE NE AND NE 65TH E ST,2,"(47.67590414500006, -122.32543678199994)", ,NONE
1372834,17465,1283656.961600000038743,198249.988219999999274,34484,13,73339,SE,44TH AVE S AND DEAD END 3 ,0,"(47.53431479600005, -122.27763129499999)", ,NONE
1372835,17525,1258195.909410000080243,197919.334009999991395,33838,13,68358,SW,38TH AVE SW AND SW KENYON ST,0,"(47.53205183700004, -122.38065348099997)", ,NONE
1372836,13871,1260348.554789999965578,214436.531090000004042,31195,13,49706,SW,FAUNTLEROY AVE SW AND DEAD END 1  ,0,"(47.57744285200005, -122.37327923199996)", ,NONE
1372837,8828,1252096.408090000040829,240893.822379999997793,26384,13,19331,MGNL-QA,ARAPAHOE PL W AND W PROSPER ST,0,"(47.64950246800004, -122.40890016299994)", ,NONE
1372838,46395,1285038.765379999997094,190908.136310000001686,286921,13,305250,SE,CHIEF SEALTH TRL AND S BOND ST,0,"(47.51426164000003, -122.27148315199997)", ,NONE
1372839,46281,1271194.283060000045225,224997.168789999996079,490039,13,40856,DWNTN,I5 SB COLLECTOR AND SPRING ST ON RP,5,"(47.60697572500004, -122.33017831799998)", ,NONE
1372840,16483,1262439.290409999899566,203098.692999999999302,273861,13,62463,DLRD,SW GRAHAM ST AND DEAD END 1 ,0,"(47.546480787000064, -122.36389677999995)", ,NONE
1372841,8049,1260222.203179999953136,244391.081899999990128,26719,13,21512,MGNL-QA,BALLARD BR AND POINT A,1,"(47.65953951000006, -122.37622401799996)", ,NONE
1372842,46234,1261505.615400000009686,199788.082049999997253,34039,13,69712,DLRD,SHINKLE PL SW AND SW OTHELLO ST,0,"(47.53735561000008, -122.36740935799997)", ,NONE
1372843,47223,1283701.712700000032783,193399.42027999999118,613147,13,82052,SE,CHIEF SEALTH TRL AND S BARTON ST,0,"(47.521021647000055, -122.27708181199995)", , 
1372844,17422,1270194.927669999888167,198446.500739999988582,34281,13,71810,GRDWM,WEST MARGINAL WAY S AND S HOLDEN ST,1,"(47.534147768000025, -122.33213265299997)", ,STATE
1372845,13015,1277924.419900000095367,218862.415509999991627,492970,13,45873,CNTRL,I90 WB AND I90 WB TUNNEL W,5,"(47.59051600600003, -122.30242599799999)", ,NONE
1372846,12008,1281536.511290000053123,225626.56195000000298,30302,13,42707,CNTRL,35TH AVE AND E COLUMBIA ST,0,"(47.60924461900004, -122.28830880599997)", ,NONE
1372847,14801,1258928.144929999951273,211153.105290000006789,31877,13,54304,SW,37TH AVE SW AND SW ANDOVER ST,0,"(47.568365121000056, -122.378765725)", ,NONE
1372848,3179,1262637.567529999883845,264953.888199999986682,36283,13,224514,NW,9TH AVE NW AND NW 120TH W ST,0,"(47.71603321200007, -122.36808865999996)", ,NONE
1372849,5091,1264921.96023999992758,254558.392759999987902,24055,13,3113,NW,1ST AVE NW AND NW 81ST ST,0,"(47.68766426800005, -122.35797399699999)", ,NONE
1372850,5691,1272959.146040000021458,252034.068150000006426,24577,13,5717,NW,WOODLAWN AVE NE AND NE 73RD ST,3,"(47.68117700400006, -122.32514979299998)", ,NONE
1372851,11328,1281472.866110000060871,229324.381850000005215,29491,13,38769,CNTRL,34TH AVE E AND 35TH S AVE E,0,"(47.619377041000064, -122.28885028699995)", ,NONE
1372852,12881,1276862.070580000057817,219807.536530000012135,30804,13,45739,CNTRL,DAVIS PL S AND S NORMAN ST,0,"(47.59305089500003, -122.30680371999995)", ,NONE
1372853,16574,1279511.006779999937862,202672.985480000003008,33291,13,65348,GRDWM,SHAFFER AVE S AND S GRAHAM ST,2,"(47.546223679000036, -122.29475167099997)", ,NONE
1372854,7901,1264897.882160000037402,244313.40869000001112,26620,13,21131,LKUN,1ST AVE NW AND NW 43RD ST,0,"(47.65958200700004, -122.35724810599999)", ,NONE
1372855,13315,1256980.143140000058338,217401.580950000003213,31129,13,48531,SW,FERRY AVE SW AND SW HILL ST,0,"(47.58538425900008, -122.38716608099998)", ,NONE
1372856,8201,1269465.932340000057593,243219.046319999994012,26837,13,22152,LKUN,WOODLAWN AVE N AND N 41ST ST,0,"(47.65682886700006, -122.33862813299999)", ,NONE
1372857,6128,1262460.94417000003159,250344.915890000003856,24212,13,3764,BLRD,DIBBLE AVE NW AND NW 65TH ST,2,"(47.675981292000074, -122.36762290599995)", ,NONE
1372858,11217,1282627.233340000035241,230003.567009999998845,29470,13,38735,E,MAIDEN LN E AND DEAD END,0,"(47.62129844400005, -122.28422235699998)", ,NONE
1372859,14933,1261595.819050000049174,210562.065800000011222,32149,13,55855,DLRD,SW DAKOTA ST AND DEAD END 2 ,0,"(47.566891457000054, -122.36791395699998)", ,NONE
